iter	Passed	Remaining
399	930	1395
400	931	1391
401	932	1386
402	933	1382
403	934	1379
404	936	1375
405	937	1371
406	938	1367
407	939	1363
408	941	1359
409	942	1355
410	943	1352
411	944	1348
412	945	1344
413	947	1340
414	948	1336
415	950	1333
416	951	1330
417	952	1326
418	953	1322
419	955	1318
420	956	1315
421	957	1311
422	958	1307
423	959	1304
424	961	1300
425	962	1296
426	963	1292
427	965	1290
428	966	1286
429	968	1283
430	969	1279
431	970	1275
432	971	1272
433	972	1268
434	973	1265
435	975	1261
436	976	1257
437	977	1254
438	979	1251
439	980	1248
440	982	1244
441	983	1241
442	984	1237
443	985	1234
444	986	1230
445	987	1227
446	989	1223
447	990	1220
448	991	1216
449	992	1213
450	995	1211
451	996	1208
452	997	1204
453	999	1201
454	1000	1198
455	1001	1194
456	1002	1191
457	1003	1188
458	1005	1184
459	1006	1181
460	1007	1177
461	1010	1176
462	1011	1173
463	1012	1169
464	1013	1166
465	1014	1162
466	1016	1159
467	1017	1156
468	1018	1152
469	1019	1149
470	1020	1146
471	1021	1143
472	1022	1139
473	1025	1137
474	1026	1134
475	1027	1131
476	1029	1128
477	1030	1125
478	1031	1122
479	1032	1118
480	1034	1115
481	1035	1112
482	1036	1109
483	1037	1106
484	1039	1104
485	1041	1101
486	1042	1097
487	1043	1094
488	1044	1091
489	1045	1088
490	1047	1085
491	1048	1082
492	1049	1079
493	1050	1075
494	1051	1072
495	1052	1069
496	1054	1067
497	1055	1064
498	1057	1061
499	1058	1058
500	1059	1055
501	1060	1052
502	1061	1049
503	1062	1046
504	1064	1043
505	1065	1040
506	1066	1037
507	1068	1035
508	1070	1032
509	1071	1029
510	1072	1026
511	1074	1023
512	1075	1020
513	1076	1017
514	1077	1014
515	1078	1012
516	1080	1009
517	1081	1006
518	1083	1004
519	1084	1001
520	1085	998
521	1087	995
522	1088	992
523	1089	989
524	1090	986
525	1091	983
526	1092	980
527	1094	978
528	1095	975
529	1096	972
530	1098	970
531	1100	967
532	1101	965
533	1102	962
534	1104	959
535	1105	957
536	1106	954
537	1108	951
538	1109	949
539	1110	946
540	1112	943
541	1114	941
542	1115	938
543	1116	936
544	1118	933
545	1119	930
546	1121	928
547	1122	925
548	1123	922
549	1124	920
550	1125	917
551	1127	915
552	1129	912
553	1130	909
554	1131	907
555	1132	904
556	1133	901
557	1135	899
558	1136	896
559	1138	894
560	1139	891
561	1141	889
562	1143	887
563	1145	885
564	1146	882
565	1147	879
566	1149	877
567	1150	874
568	1151	872
569	1152	869
570	1153	866
571	1155	864
572	1157	862
573	1158	859
574	1159	857
575	1161	854
576	1162	852
577	1163	849
578	1164	846
579	1165	844
580	1167	841
581	1168	839
582	1169	836
583	1171	834
584	1173	832
585	1174	829
586	1175	827
587	1176	824
588	1177	821
589	1179	819
590	1180	816
591	1181	814
592	1182	811
593	1183	809
594	1184	806
595	1186	804
596	1188	802
597	1189	799
598	1190	797
599	1191	794
600	1193	792
601	1194	789
602	1195	786
603	1196	784
604	1197	781
605	1198	779
606	1201	777
607	1202	775
608	1203	772
609	1204	770
610	1206	767
611	1207	765
612	1208	762
613	1209	760
614	1210	758
615	1212	755
616	1213	753
617	1214	750
618	1216	748
619	1218	746
620	1219	744
621	1220	741
622	1221	739
623	1223	737
624	1224	734
625	1225	732
626	1227	729
627	1228	727
628	1229	725
629	1231	723
630	1232	720
631	1233	718
632	1235	716
633	1236	713
634	1237	711
635	1238	708
636	1239	706
637	1240	704
638	1242	701
639	1243	699
640	1245	697
641	1246	695
642	1247	692
643	1248	690
644	1250	688
645	1251	685
646	1252	683
647	1253	680
648	1254	678
649	1255	676
650	1257	673
651	1258	671
652	1260	669
653	1261	667
654	1262	665
655	1264	662
656	1265	660
657	1266	658
658	1268	656
659	1269	653
660	1270	651
661	1271	649
662	1272	647
663	1275	645
664	1276	643
665	1277	640
666	1278	638
667	1280	636
668	1281	633
669	1282	631
670	1283	629
671	1284	627
672	1286	624
673	1287	622
674	1288	620
675	1290	618
676	1292	616
677	1293	614
678	1294	612
679	1296	609
680	1297	607
681	1298	605
682	1299	603
683	1300	600
684	1301	598
685	1302	596
686	1304	594
687	1306	592
688	1307	590
689	1309	588
690	1310	586
691	1311	583
692	1313	581
693	1314	579
694	1315	577
695	1316	575
696	1317	572
697	1319	571
698	1321	568
699	1322	566
700	1323	564
701	1325	562
702	1326	560
703	1327	558
704	1328	555
705	1329	553
706	1330	551
707	1332	549
708	1333	547
709	1335	545
710	1336	543
711	1337	540
712	1338	538
713	1340	536
714	1341	534
715	1342	532
716	1343	530
717	1344	528
718	1345	526
719	1347	523
720	1349	522
721	1350	519
722	1351	517
723	1352	515
724	1354	513
725	1355	511
726	1356	509
727	1357	507
728	1358	505
729	1359	502
730	1361	500
731	1362	498
732	1364	497
733	1365	494
734	1366	492
735	1368	490
736	1369	488
737	1370	486
738	1371	484
739	1372	482
740	1374	480
741	1375	478
742	1376	476
743	1377	474
744	1379	472
745	1380	470
746	1382	468
747	1383	466
748	1384	464
749	1386	462
750	1387	459
751	1388	457
752	1389	455
753	1390	453
754	1391	451
755	1394	449
756	1395	447
757	1396	445
758	1398	443
759	1399	441
760	1401	440
761	1402	437
762	1403	435
763	1404	433
764	1405	431
765	1406	429
766	1409	428
767	1410	426
768	1411	423
769	1412	421
770	1413	419
771	1415	417
772	1416	415
773	1417	413
774	1418	411
775	1419	409
776	1420	407
777	1422	405
778	1424	404
779	1425	402
780	1426	399
781	1427	397
782	1428	395
783	1429	393
784	1431	391
785	1432	389
786	1433	387
787	1434	385
788	1435	383
789	1438	382
790	1439	380
791	1440	378
792	1441	376
793	1443	374
794	1444	372
795	1445	370
796	1446	368
797	1448	366
798	1449	364
799	1450	362
800	1451	360
801	1453	358
802	1454	356
803	1455	354
804	1456	352
805	1458	350
806	1459	348
807	1460	347
808	1461	345
809	1462	343
810	1463	341
811	1464	339
812	1466	337
813	1468	335
814	1469	333
815	1470	331
816	1471	329
817	1472	327
818	1473	325
819	1475	323
820	1476	321
821	1477	319
822	1478	318
823	1479	316
824	1480	314
825	1482	312
826	1483	310
827	1484	308
828	1486	306
829	1487	304
830	1488	302
831	1489	300
832	1490	298
833	1491	296
834	1493	295
835	1494	293
836	1496	291
837	1498	289
838	1500	287
839	1502	286
840	1504	284
841	1505	282
842	1507	280
843	1508	278
844	1510	276
845	1511	275
846	1513	273
847	1514	271
848	1515	269
849	1516	267
850	1517	265
851	1518	263
852	1520	261
853	1521	260
854	1522	258
855	1523	256
856	1524	254
857	1526	252
858	1528	250
859	1529	248
860	1530	247
861	1531	245
862	1532	243
863	1534	241
864	1535	239
865	1536	237
866	1537	235
867	1538	234
868	1541	232
869	1542	230
870	1543	228
871	1544	226
872	1545	224
873	1546	223
874	1548	221
875	1549	219
876	1550	217
877	1551	215
878	1552	213
879	1553	211
880	1556	210
881	1557	208
882	1559	206
883	1560	204
884	1561	202
885	1563	201
886	1564	199
887	1565	197
888	1567	195
889	1568	193
890	1570	192
891	1571	190
892	1573	188
893	1574	186
894	1576	184
895	1577	183
896	1578	181
897	1579	179
898	1581	177
899	1583	175
900	1585	174
901	1586	172
902	1588	170
903	1589	168
904	1591	167
905	1592	165
906	1593	163
907	1595	161
908	1597	159
909	1598	158
910	1600	156
911	1601	154
912	1602	152
913	1603	150
914	1605	149
915	1606	147
916	1607	145
917	1608	143
918	1609	141
919	1611	140
920	1612	138
921	1614	136
922	1615	134
923	1616	132
924	1617	131
925	1618	129
926	1620	127
927	1621	125
928	1622	124
929	1624	122
930	1625	120
931	1627	118
932	1628	116
933	1630	115
934	1631	113
935	1632	111
936	1633	109
937	1634	108
938	1635	106
939	1637	104
940	1638	102
941	1639	100
942	1642	99
943	1643	97
944	1644	95
945	1645	93
946	1647	92
947	1648	90
948	1649	88
949	1650	86
950	1651	85
951	1653	83
952	1654	81
953	1655	79
954	1657	78
955	1658	76
956	1659	74
957	1661	72
958	1662	71
959	1663	69
960	1664	67
961	1666	65
962	1667	64
963	1668	62
964	1669	60
965	1672	58
966	1673	57
967	1674	55
968	1675	53
969	1676	51
970	1678	50
971	1679	48
972	1680	46
973	1681	44
974	1682	43
975	1684	41
976	1686	39
977	1688	37
978	1689	36
979	1691	34
980	1692	32
981	1693	31
982	1694	29
983	1696	27
984	1697	25
985	1698	24
986	1699	22
987	1702	20
988	1703	18
989	1704	17
990	1705	15
991	1707	13
992	1708	12
993	1709	10
994	1710	8
995	1711	6
996	1713	5
997	1714	3
998	1716	1
999	1717	0
